folder,file,innov_score,innov_reason,innov_present,proact_score,proact_reason,proact_present,risk_score,risk_reason,risk_present
ABBV,q4-2023.md,8,"AbbVie's emphasis on R&D, development of new drugs, and acquisitions in the oncology and neuroscience fields demonstrates a strong commitment to innovation.",True,9,"AbbVie's proactive approach is evident in its strategic acquisitions, pipeline development, and focus on market share expansion with new drugs like Skyrizi and Rinvoq. ",True,7,"AbbVie's significant investments in R&D, acquisitions of ImmunoGen and Cerevel, and expansion into new therapeutic areas showcase a willingness to take calculated risks for future growth.",True
ABNB,q1-2021.md,8,"Airbnb demonstrates innovativeness by adapting to changing travel trends, launching new features like Flexible Dates, and focusing on improving the host and guest experience.  Their proactive marketing campaign and focus on attracting new hosts also contribute to this score.",True,9,"Airbnb shows proactiveness by anticipating the post-pandemic travel rebound, investing in marketing campaigns to attract new hosts and guests, and proactively adapting to changing travel patterns (longer stays, flexible dates, etc.).  Their focus on preparing for the future demonstrates a forward-thinking approach.",True,7,"While not explicitly mentioned, Airbnb's investment in new features and marketing campaigns, particularly during uncertain times, indicates a willingness to take calculated risks to capture market share and adapt to the evolving travel landscape. The significant changes planned for May 24th further highlight this.",True
ABNB,q1-2022.md,8,"Airbnb demonstrates innovativeness through features like ""I'm Flexible"", which has been used 2 billion times, and its continuous product upgrades (over 150 in 2021).  The company also shows vision by adapting to the changing travel landscape, focusing on longer stays and expanding to new markets.  Their initiative to offer free housing for Ukrainian refugees also showcases a degree of innovative problem-solving.",True,9,"Airbnb's proactive approach is evident in its anticipation of shifting travel trends, such as the rise of remote work and longer stays.  The ""I'm Flexible"" feature demonstrates forward-thinking by addressing user needs for flexible travel options.  The company's expansion into new markets and its  announcement of a new search functionality also showcase proactive measures to stay ahead of the competition.",True,7,"While Airbnb's actions aren't overtly high-risk in the traditional sense (heavy borrowing, etc.), their commitment to significant product innovation and expansion into diverse markets represents a degree of calculated risk-taking.  The success of the ""I'm Flexible"" feature validates this approach. Their initiative to provide free housing for Ukrainian refugees, while humanitarian, also demonstrates a willingness to venture into an area outside their core business model.",True
ABNB,q1-2024.md,2,"The transcript focuses on operational improvements and market expansion rather than explicit displays of creativity, resourcefulness, or embracing failure as learning.",False,8,"The call frequently mentions proactive initiatives such as expanding into less mature markets, improving the mobile app experience, and introducing new experience categories like Icons to anticipate future demand.",True,7,"The company demonstrates risk-taking by expanding into less mature markets, investing in new experience categories (Icons), and making strategic pivots (e.g., mobile app focus).  These actions involve venturing into the unknown.",True
ABNB,q2-2021.md,8,"The transcript highlights product innovations and adaptability to changing travel needs, suggesting a forward-looking approach and an eagerness to meet evolving guest demands. This indicates curiosity, creativity, vision, and a focus on improvement.",True,9,"The transcript emphasizes proactive responses to the travel rebound, anticipating future demand, and adjusting strategies to changing circumstances.  The company's flexible product features and emphasis on long-term stays indicate forward-thinking and adaptability.",True,7,"The transcript shows the company's commitment to bold strategies, leveraging significant resources for ventures in uncertain environments. For instance, continued innovation in the face of COVID and focus on long-term strategies are indicators of calculated risks. However, it appears that the company is not taking significant risks without considering the potential reward.",True
ABNB,q2-2023.md,7,"The transcript demonstrates a strong focus on new features, upgrades, and expansion into new markets.  The introduction of the Barbie Dreamhouse, for instance, exemplifies creative thinking and leveraging pop culture moments. The discussion of international expansion and new products suggests curiosity, vision, and resourcefulness. The strategy of making hosting mainstream, including supply growth initiatives and pricing tools, shows a passion for improvement and using available resources.",True,8,"The call highlights Airbnb's proactive approach by introducing new features aimed at addressing affordability and guest demand (e.g., new pricing tools, discounted long-term stays, and Airbnb rooms). The discussion of international expansion and adapting to guest demand in long-term stays suggests forward-thinking and adaptability.",True,6,"The company's willingness to reduce fees for longer stays and introduce new listing types like Airbnb rooms indicates a calculated risk approach.  The Barbie Dreamhouse campaign is also an example of venturing into the unknown with a potentially high-impact marketing strategy.  However, the discussion also suggests a calculated risk-taking strategy, weighing risks against potential rewards.",True
ABNB,q2-2024.md,1,"The transcript focuses on financial results and operational updates.  There is no explicit discussion of creative experimentation, technological leadership, or a passion for improvement in the context of new products/services or processes.  A lack of curiosity, vision, and resourcefulness is indicated.",False,7,"The transcript describes proactive strategies such as expanding into under-penetrated markets (e.g., Asia-Pacific, Latin America) and launching new experiences (Airbnb Icons).  There's mention of anticipating future demand and adapting strategies to circumstances (e.g., shorter booking lead times).  These actions illustrate initiative and forward-thinking.",True,6,"The company is venturing into new markets and product categories, expanding beyond its core business, which inherently involves risks.  However, the discussion also indicates a focus on calculated risks, by referencing optimizing the core business before significant expansion into new areas and demonstrating an understanding of macro-economic trends and consumer behaviors. Therefore, the risk-taking is presented as more calculated rather than reckless.",True
ABNB,q3-2021.md,8,"The transcript frequently discusses innovation and product development, including new features (like ""I'm Flexible"") and the company's broader approach to hosting. They mention upgrades, releases, and initiatives to improve the host and guest experience, showing a consistent focus on enhancing their platform.",True,9,"The transcript emphasizes Airbnb's proactive approach to anticipating evolving travel trends, such as the ""work from anywhere"" revolution, and offering solutions like ""I'm Flexible"" to address these changes.  This suggests a forward-looking strategy and a focus on adapting to and shaping market dynamics.",True,7,"The company is portrayed as investing in new technologies, expanding into new markets, and taking a bold approach to the evolving travel landscape. They are mentioned launching new features, and continuously investing in these initiatives, indicating a willingness to put resources into uncertain ventures, although the call describes calculated risks.",True
ABNB,q3-2022.md,7,"The transcript mentions new use cases, such as long-term stays and non-urban travel, indicating a forward-looking vision and adaptability to changing trends.  The company's focus on improving host tools and expanding AirCover also suggests an innovative approach to problem-solving and enhancing the platform.",True,8,The company showcases a proactive approach by highlighting the strength of long-term stays (20% of bookings) and cross-border travel (58% increase).  The discussion of anticipating future demand through the launch of new features (Airbnb Experiences) and tools for hosts emphasizes a forward-looking strategy. ,True,6,"The transcript demonstrates risk-taking by focusing on growth and profitability in a macroeconomic environment with uncertainties. The company's mention of historical resilience during economic downturns, investments in new areas like Airbnb Experiences and the continued growth and focus on non-urban travel indicate measured, but present, risk-taking.",True
ABNB,q3-2023.md,7,"The transcript highlights several initiatives aimed at improving the platform through product innovation, such as new features for hosts to set competitive prices, and tools to help lower cleaning fees. The company mentions the release of more than 350 new features and upgrades in the last two years, with focus on making hosting more accessible and convenient.  Examples like improved customer service, total price display, and tools to aid pricing optimization, demonstrate a proactive approach towards innovation.",True,9,"The transcript exhibits a strong forward-thinking perspective by actively pursuing international expansion into new markets, particularly in Asia Pacific, with high growth rates observed. Specific examples include expansion in Taiwan, Thailand, and Indonesia. The company also highlights adapting to local tastes and introducing new services like co-hosting, anticipating future demand and acting proactively to secure it.",True,6,"The company's consistent commitment to innovative product development in new and emerging markets, including significant investment in developing new and international markets like Germany, Brazil, and Korea, indicates a willingness to take calculated risks.  Although this is not a definitive measure of risk-taking, it does reflect a substantial commitment of resources to unproven, yet promising, international markets.",True
ABNB,q3-2024.md,8,"The transcript demonstrates characteristics of innovativeness.  The company highlights new features like the cohost network, 50 app upgrades, focusing on listing quality, and expansion into new markets (e.g., Japan) as examples of innovation.",True,9,"Airbnb exhibits proactiveness by introducing new features (e.g., co-host network) ahead of competitors, targeting new markets, and highlighting initiatives to make hosting mainstream and improve the core service.",True,7,"The transcript suggests risk-taking, exemplified by the company's expansion into new markets, particularly those with significant challenges, investments in new services, and product development for future expansion. The discussion about  re-imagining Airbnb and going beyond accommodations also reflects an element of calculated risk-taking.",True
ABNB,q4-2020.md,2,"The transcript lacks specific examples of creativity, vision, resourcefulness, passion for improvement, or embracing failure as learning.  While the company discusses adapting to the pandemic and launching new features, these actions don't demonstrate a predisposition towards experimentation and new product/service introductions beyond standard company adaptation and expansion.",False,8,"The transcript highlights proactive strategies such as anticipating a travel rebound, educating the world about hosting, recruiting more hosts, simplifying guest experience, and delivering world-class service.  The company is acting in anticipation of future demand by planning ahead and targeting specific problems.",True,7,"The transcript shows the company taking risks by investing heavily in marketing campaigns (Made Possible by Hosts), introducing new features (Flexible Dates), and expanding into new markets. The company is venturing into areas with unknown outcomes.  The discussion of increased flexibility for both guests and hosts also suggests risk-taking in adapting to a changing marketplace.",True
ABNB,q4-2021.md,9,"The transcript repeatedly emphasizes ""relentless innovation"" and product upgrades, demonstrating a strong drive for new features and improvements, including ""I'm Flexible""  and other product features.",True,8,"The call frequently highlights anticipating future travel trends (remote work, longer stays), adapting the model to meet this demand, and actively seeking new opportunities, such as ""live anywhere"" strategy and a focus on domestic travel growth.",True,7,"The company's willingness to invest in new markets and respond to a changing world of travel, while also mentioning  longer stays, shows a calculated risk-taking approach. Statements about responding to changing travel behaviors, and adapting to long-term stay bookings imply a willingness to face new challenges. However, the actions described are strategic rather than reckless.",True
ABNB,q4-2022.md,7,"The transcript mentions the company's focus on innovation and new products, including the co-founder's personal hosting experience as an example of innovation that informs new product development. It also highlights product improvements.",True,9,"The transcript emphasizes forward-thinking, acting ahead of the competition, and anticipating future demand.  The company's initiatives like Airbnb Setup and the focus on urban areas and cross-border travel clearly showcase proactiveness.",True,7,"The transcript describes a willingness to venture into new markets and initiatives, highlighting investments in new products and services, and the expansion beyond core services. The language used suggests calculated risk-taking rather than reckless action.",True
ABNB,q4-2023.md,8,"The transcript mentions investing in AI, acquiring GamePlanner.AI, and developing 'one of the leading and most innovative AI interfaces ever created', suggesting a strong focus on creativity and technological advancement.",True,9,"The transcript highlights expanding beyond the core business, investing in under-penetrated international markets (e.g., Switzerland, Belgium, Netherlands), and using AI to create personalized experiences, showing initiative, forward-thinking, and adaptability. The company also emphasizes actions ahead of competition.",True,7,"The transcript mentions expanding into new markets, investing in AI, and making acquisitions which involve venturing into the unknown, demonstrating courage, optimism, and a tolerance for uncertainty. The company also highlights a 'multi-year journey', implying a willingness to face potential losses for substantial potential gains.",True
ABNB,q4-2024.md,8,"The transcript highlights significant product development and technological advancements, including a new technology stack, improved listing management tools for hosts, and a unified messaging system.  The company also emphasizes the goal of expanding beyond short-term rentals, showcasing a vision for future offerings.  There are clear demonstrations of an evolving product strategy, suggesting creativity and resourcefulness.",True,9,"The call emphasizes preparing for a new chapter by optimizing core service, accelerating growth in global markets, and launching new offerings.  This reflects an active anticipation of future demand and a proactive approach to competition. The company's comments about outpacing the travel industry’s growth, as well as investments in global markets like Brazil and Japan, further supports this score.  ",True,7,"The transcript discusses significant investments in new businesses ($200M - $250M) which represent venturing into unknown and potentially high-risk markets.  The willingness to expand beyond the core business and introduce new offerings implies a tolerance for uncertainty and a degree of calculated risk-taking.  However, the call also references a focus on maintaining profitability and strong cash flow, suggesting a degree of calculated risk-taking.",True
ABT,q1-2018.md,8,"The transcript frequently mentions new product launches (e.g., Alinity, Libre, Confirm) and investment in R&D, showcasing a strong drive towards innovation and a focus on new technologies.  The company also discusses improvements, variations, and claims related to existing products, signaling a desire to continuously innovate and improve.",True,9,"The discussion emphasizes proactive strategies such as positioning the company in attractive healthcare areas, anticipating future demand, launching products ahead of competitors, adjusting strategies as needed, and investing in capacity expansion. This aligns with a forward-looking perspective and initiative.",True,7,"The transcript highlights significant investments in new product development (like Libre) and mentions ventures into uncertain environments, suggesting a calculated risk-taking approach. The company discusses expanding manufacturing capacity to meet anticipated demand, indicating a commitment to ventures with uncertainty.",True
ABT,q1-2020.md,8,"Abbott quickly developed and launched three diagnostic tests for COVID-19, showcasing creativity and resourcefulness in response to the pandemic. They also have new cardiovascular device approvals. They are expanding FreeStyle Libre for hospitalized patients with COVID-19.",True,9,"Abbott anticipated the widespread impact of COVID-19 early on and assembled multiple R&D teams to develop different types of tests. They also expanded reimbursement coverage for Libre around the world, including Japan.",True,7,"Abbott committed significant resources to developing and launching COVID-19 tests in a very short timeframe, demonstrating a willingness to take risks in an uncertain environment. They also are willing to donate both funding and products to support frontline healthcare workers, families and communities to meet the challenges of this pandemic.",True
ABT,q1-2021.md,8,"Abbott's focus on R&D and launching innovative products like BinaxNOW OTC, MitraClip G4, TriClip, and investments in next-generation diagnostics and devices demonstrate a commitment to innovation.",True,7,"Abbott's forward-thinking approach is evident in their early investments in rapid testing, expansion into new markets, and proactive investments in R&D and SG&A to drive future growth.",True,6,"Abbott demonstrates calculated risk-taking by investing heavily in R&D and new product launches, such as entering the LAA market and developing leadless pacemakers, indicating a willingness to venture into new areas with significant potential.",True
ABT,q1-2022.md,8,"Abbott demonstrates innovativeness through the continued rollout of Alinity, its innovative suite of diagnostic instruments, and expanding menus across its testing platforms. They also received FDA approval for Aveir, their leadless pacemaker, and clearance for the latest generation of their EnSite X system, which provides a 360-degree view of the heart for improved cardiac mapping.",True,7,Abbott shows proactiveness by expanding reimbursement for Libre in Japan to cover all people with diabetes who use insulin at least once a day. They also received an expanded indication in the US for CardioMEMS to treat more patients suffering from earlier stages of heart failure. They are working closely with the FDA on proactive actions and enhancements so that they can restart operations at the facility that had the voluntary recall.,True,6,"Abbott demonstrates risk-taking by venturing into new markets and expanding existing product lines, such as the Aveir leadless pacemaker. The company is also taking a risk by investing in moderate risk surgery patients.",True
ABT,q1-2024.md,8,"Abbott demonstrates innovativeness through the development and FDA approval of a point-of-care diagnostic test for concussions, the launch of a new nutrition shake (Protality) targeting muscle preservation during weight loss, and the introduction of Liberta, the world's smallest rechargeable deep brain stimulation device. They are also bringing innovative PFA catheter, Volt to market.",True,8,"Abbott shows proactiveness by raising its full-year adjusted earnings per share and organic sales growth guidance, obtaining new product approvals, and achieving clinical trial milestones. They are also expanding reimbursement coverage for FreeStyle Libre in Europe and proactively addressing market needs with products like Protality, designed for individuals undergoing weight loss.",True,7,"Abbott demonstrates risk-taking through its investments in structural heart, including TAVR, LAA, mitral, and tricuspid repair, as well as the launch of AVEIR, a leadless pacemaker. They are also venturing into new areas like biosimilars in emerging markets and expanding the applications of FreeStyle Libre.",True
ABT,q2-2018.md,8,"Abbott is investing in and launching new technologies such as FreeStyle Libre and Alinity, demonstrating a commitment to innovation in healthcare.",True,7,"Abbott is proactively shaping its portfolio by adding and pruning businesses, investing in growth areas, and expanding into new markets, showing a forward-looking perspective.",True,4,"While Abbott is making strategic moves and investments, the transcript doesn't highlight bold ventures into the unknown or significant commitments in highly uncertain environments. The focus is more on strategic growth and portfolio management.",False
ABT,q2-2019.md,8,Abbott is consistently launching new products and expanding the indications for existing products. They have a deep pipeline of technologies in development. The company invests in R&D and is focused on innovation.,True,7,Abbott is expanding manufacturing capacity to meet future demand and is strategically positioning itself in attractive areas of healthcare. The company is forward-thinking and anticipates future trends.,True,6,"Abbott is making significant investments in new product launches and capacity expansion. They are venturing into new markets and technologies, committing resources to ventures in uncertain environments. They are also expanding into new geographic markets. ",True
ABT,q2-2021.md,7,"The transcript reflects a company that is actively launching new products and expanding its product lines, such as the Freestyle Libre and Alinity platforms. They are also investing in R&D and exploring new markets, indicating a predisposition to creativity and technological leadership.",True,8,"Abbott demonstrates proactiveness by anticipating future demand and adapting strategies as circumstances change. They're expanding their market reach, launching new products, and adapting to the changing healthcare landscape, including addressing COVID-19 related challenges.",True,6,"The company takes calculated risks by investing in R&D, launching new products, and expanding into new markets. They're also willing to face potential losses by investing in uncertain environments.",True
ABT,q2-2022.md,8,"Abbott is consistently innovating with new products like the FreeStyle Libre 3 and Aveir leadless pacemaker, demonstrating a commitment to technological advancement and improving patient outcomes. They are also exploring a dual glucose-ketone sensor, showcasing a forward-thinking approach to diabetes management.",True,7,"Abbott demonstrates proactiveness by anticipating future demand for COVID testing and maintaining manufacturing capacity to meet potential surges. They are also actively managing their supply chain and cost structure to mitigate the impact of inflation and other macroeconomic challenges. Furthermore, they proactively sought FDA approval to import infant formula from Spain to address supply shortages.",True,6,"Abbott took a risk by voluntarily recalling infant formula products. While this was a necessary decision for safety, it had a significant impact on their business. They are also taking a calculated risk by investing in new product launches and expanding into new markets, despite the uncertain economic environment.",True
ABT,q2-2023.md,8,"Abbott demonstrates innovativeness through the launch of new products like the TactiFlex Ablation Catheter, Aveir dual chamber leadless pacemaker, and Eterna neurostimulation device. They also show a commitment to expanding the capabilities of existing products, such as FreeStyle Libre, with new features and integrations. Their focus on R&D and addressing unmet needs in healthcare also indicates a strong predisposition to creativity and experimentation.",True,7,"Abbott displays proactiveness by anticipating future demand and expanding into new markets and product categories, such as with the Lingo metabolic health product. They are forward-thinking in their approach to healthcare, focusing on long-term outcomes and adapting their strategies to changing market conditions. The company's consistent investment in R&D and its proactive approach to securing regulatory approvals further exemplify this trait.",True,6,"Abbott demonstrates a degree of risk-taking through its commitment to new technologies and markets, such as the Aveir leadless pacemaker and the Lingo metabolic health product. While they carefully weigh risks against potential rewards, their willingness to venture into new areas with significant investment indicates a tolerance for uncertainty and a calculated approach to risk.",True
ABT,q2-2024.md,8,"Abbott's focus on innovation is evident through the launch of new products like Lingo and Libre Rio in Diabetes Care, the Esprit dissolvable stent in Vascular, and Aveir leadless pacemaker in Rhythm Management. They are expanding the use of sensor technology across different types of diabetes populations. The company is also investing in next-generation products, such as the next-generation Amulet, focusing on ease of use and maintaining superiority in sealing the LAA.",True,7,"Abbott demonstrates proactiveness by identifying and capitalizing on opportunities in emerging markets, particularly with biosimilars. They are forward-thinking in their approach to expanding the use of sensor technology to people without diabetes, anticipating future demand. They are also expanding capacity to capitalize on secular demand trends.",True,6,"Abbott shows a willingness to take calculated risks by entering new markets and launching new products, such as Lingo and Libre Rio, which target consumers outside of the traditional diabetes market. They are also venturing into biosimilars, a high-growth segment, with a capital-efficient licensing model. Abbott is also defending its products against litigation regarding preterm infant formula and human milk fortifier, demonstrating a willingness to face potential losses.",True
ABT,q3-2017.md,8,"Abbott's Q3 2017 earnings call highlights a strong focus on innovation and new product launches, particularly within diagnostics and medical devices. The discussion of the Alinity family of systems and the FreeStyle Libre glucose monitoring system demonstrates a commitment to technological advancement. They also acquired Alere, establishing Abbott as the global leader in point of care testing.",True,7,"Abbott demonstrates proactiveness by focusing on innovation and new product launches to enhance competitiveness and fortify market positions. The company is forward-thinking in its approach to market dynamics, exemplified by preparing for new food safety regulations in China and strategically acquiring Alere to expand its point-of-care testing portfolio. They are actively adapting to changing market conditions and investing in R&D.",True,6,"Abbott shows a willingness to take calculated risks through acquisitions like Alere and investments in innovative technologies like FreeStyle Libre. These ventures into new markets and technologies, while carrying inherent risks, are aimed at achieving significant growth and market leadership. They are also investing heavily in R&D and new product development.",True
ABT,q3-2018.md,8,"Abbott is actively creating and shaping markets with products like FreeStyle Libre and advancements in structural heart, demonstrating a commitment to technological leadership.",True,7,Abbott shows a forward-looking perspective by expanding the FreeStyle Libre system and anticipating future demand in diabetes care and structural heart.,True,4,The transcript does not highlight bold ventures into the unknown or significant resource commitments in highly uncertain environments. Abbott is making advancements within its existing structure.,False
ABT,q3-2021.md,8,"Abbott's consistent new product introductions across multiple divisions (e.g., Pedialyte, Amulet, Portico, FreeStyle Libre) and focus on R&D demonstrate a commitment to innovation and improvement.  The development of rapid COVID tests also showcases innovativeness in response to a global health crisis.",True,9,"Abbott's proactive approach is evident in its rapid response to the COVID-19 pandemic through the development and production of rapid tests, establishing a global leadership position.  Furthermore, the company's strategic acquisitions, such as Walk Vascular, and continuous investments in R&D demonstrate forward-thinking and opportunity-seeking behavior.",True,7,"Abbott's significant investment in COVID-19 testing, despite market uncertainties, shows a willingness to take on risks for potential high rewards.  The acquisition of Walk Vascular, entering a new and growing market segment, further highlights their calculated risk-taking approach.",True
ABT,q3-2022.md,8,"Abbott's focus on R&D, particularly in areas like continuous glucose monitoring (FreeStyle Libre) and development of new medical devices, demonstrates a commitment to innovation.  The company's $500 million investment in a new US nutrition facility also points towards innovativeness.",True,9,"Abbott's proactive approach is evident in its swift response to the infant formula crisis, including restarting production, boosting global supply, and investing in a new facility.  Their continuous R&D investments and new product launches also reflect a proactive mindset.",True,7,Abbott's significant investment in a new infant formula facility demonstrates a willingness to take on financial risk. The company's commitment to expanding into new markets and developing innovative technologies also indicates risk-taking behavior.,True
ABT,q3-2023.md,8,"Abbott's consistent double-digit growth across all four major businesses, driven by factors such as market share capture in infant formula, strong demand for leading brands, and successful new product launches (e.g., Aveir leadless pacemaker, Eterna neurostimulation device), showcases a high level of innovativeness.  The company's investments during the pandemic have strengthened its position and fueled this growth.  The collaboration with mAbxience to commercialize biosimilars in emerging markets further demonstrates a commitment to innovation and expanding access to cutting-edge medicines.",True,9,"Abbott's proactive approach is evident in its consistent double-digit organic sales growth, exceeding pre-pandemic levels.  The company's anticipation of an earlier-than-normal flu season, leading to increased demand for respiratory tests, and its focus on reclaiming leadership in the infant formula market through strategic market share capture, highlight its forward-thinking strategy.  Furthermore, the company's expansion into new therapeutic areas and its investments in R&D showcase an opportunity-seeking mindset.",True,7,"Abbott's significant investments during the pandemic, commitment to new product launches in competitive markets, and strategic partnerships like the one with mAbxience to enter emerging markets demonstrate a willingness to take calculated risks. The expansion into new therapeutic areas (e.g., biosimilars in oncology and respiratory diseases) also shows a risk appetite.  While the company demonstrates a calculated approach to risk-taking, its actions still signify ventures into uncertain environments.",True
ABT,q3-2024.md,8,"Abbott's strong emphasis on R&D, new product launches (Lingo, Libre), and advancements in its pipeline demonstrates a commitment to innovation.  The partnerships formed also suggest a proactive approach to market expansion.",True,7,"Abbott's proactive approach is evident in its new product launches (ahead of competition in some areas), strategic partnerships, and expansion into new markets.  The focus on meeting evolving market demands also highlights a forward-thinking approach.",True,6,"Abbott's ventures into new technologies (PFA catheters, biosimilars),  significant investments in R&D, and expansion into new markets (e.g., Lingo) indicate a willingness to take calculated risks. The pursuit of new indications and market expansion despite potential competition demonstrates risk tolerance.",True
ABT,q4-2018.md,9,"Abbott demonstrates innovativeness through its continuous glucose monitoring system (Freestyle Libre), which achieved over $1 billion in sales and a 100% increase year-over-year.  The company also highlights the Alinity family of diagnostic systems, designed for efficiency and reduced errors.  Further evidence includes the development of new products in diabetes and cardiac care, as well as molecular rapid tests for infectious diseases.  The development and FDA approval of the TactiCath sensor-enabled catheter also showcase commitment to innovation in the electrophysiology market. The company's focus on R&D and new product launches across various segments indicates a strong commitment to innovation.",True,8,"Abbott exhibits proactiveness by expanding manufacturing capacity for Freestyle Libre and Alinity, anticipating significant long-term growth.  The company's proactive approach is further demonstrated by the introduction of Libre 2.0 with optional alarms,  and the ongoing launch of Alinity in international markets, aiming to capture market share ahead of competitors.  The strategic focus on emerging markets in Established Pharmaceuticals also displays a forward-looking perspective, anticipating the future demand for medicine in these regions.",True,7,"Abbott displays risk-taking behavior through significant investments in R&D and capacity expansion for innovative products like Freestyle Libre and Alinity. The company's submission of MitraClip study data to the FDA for expanded indication, which has the potential to create a multi-billion dollar market, also signifies a willingness to venture into uncertainty for potential high rewards.  The expansion into the highly competitive diabetes care market and the acquisition and integration of businesses also showcase calculated risk-taking.",True
ABT,q4-2019.md,9,"Abbott's focus on innovation is evident in its development of new products like Alinity, FreeStyle Libre, and MitraClip, as well as its ongoing R&D efforts across various business units.  The company's consistent pursuit of technological advancements demonstrates a high level of innovativeness.",True,8,Abbott exhibits proactiveness by anticipating market trends and investing in capacity expansions for high-growth products like FreeStyle Libre and MitraClip.  The company's strategic focus on emerging markets and its continuous R&D efforts also reflect a proactive approach to business development.,True,7,"Abbott demonstrates risk-taking through significant investments in new technologies (Alinity, Libre), expansion into emerging markets, and commitment to ventures in areas like structural heart disease. While calculated, these investments show a willingness to venture into uncertain environments for potential high rewards.",True
ABT,q4-2020.md,8,"Abbott's report highlights numerous new product launches and approvals across various business segments, demonstrating a commitment to innovation.  The development of rapid COVID-19 tests, Alinity diagnostic instruments, and advancements in continuous glucose monitoring (FreeStyle Libre) showcase a proactive approach to technological leadership and market needs. ",True,9,"Abbott's proactive approach is evident in its rapid response to the COVID-19 pandemic, developing and launching a portfolio of diagnostic tests ahead of the competition.  The company's continued investments in R&D and expansion into new markets also demonstrate a forward-looking perspective.",True,7,"Abbott's significant investments in R&D and new product launches, particularly in the face of the COVID-19 pandemic, demonstrate a willingness to take risks. The development and mass production of COVID-19 tests represent a bold venture into an uncertain market, showcasing the company's tolerance for uncertainty and willingness to commit significant resources to new ventures. ",True
ABT,q4-2021.md,8,"Abbott's consistent product launches and pipeline advancements across its divisions (nutrition, medical devices, established pharmaceuticals, and diagnostics) demonstrate a commitment to innovation.  The development of new products like Similac 360 Total Care, FreeStyle Libre, and Alinity instruments showcases a focus on improving existing offerings and creating new solutions.  Expansion into new areas, like consumer health monitoring, further reinforces this.",True,7,"Abbott's proactive approach is evident in its expansion of existing product lines (e.g., plant-based Ensure) and its anticipation of market needs, such as expanding COVID-19 testing capacity.  The company's initiatives to expand Medicare reimbursement for MitraClip and launch the NeuroSphere Virtual Clinic demonstrate an ability to foresee future demand and act accordingly. However, the reliance on COVID-19 testing sales somewhat tempers the overall assessment.",True,7,"Abbott's significant investment in COVID-19 testing capacity and its expansion into new areas, such as consumer-facing health monitoring technologies, represent considerable risk-taking.  The development of new technologies like MitraClip and the Alinity suite of instruments also involves considerable risk, requiring substantial investment in R&D and market development.",True
ABT,q4-2022.md,8,"Abbott's discussion of new product launches (Aveir, Eterna, FreeStyle Libre 3, Navitor),  investment in R&D, and expansion of testing platforms demonstrates a commitment to innovation and improvement.  The mention of 'innovative suite of diagnostic instruments' and 'steady cadence of innovative technologies' further supports this.",True,7,"Abbott's proactive measures in anticipation of changes in the COVID-19 landscape (transition to endemic stage),  expansion into new testing channels (physician offices, at-home testing), and focus on emerging markets showcases a forward-looking approach. The company's continuous rollout of Alinity and expansion of test menus also demonstrate proactiveness.",True,6,"Abbott's significant investments in R&D, expansion into new markets (particularly emerging markets), and commitment to ventures like the leadless pacemaker and transcatheter aortic heart valve replacement demonstrate a willingness to take calculated risks. The successful navigation of manufacturing disruptions and the COVID-19 pandemic also suggests a degree of risk tolerance.",True
ABT,q4-2023.md,9,"Abbott's consistent double-digit growth across multiple business segments, significant investments in R&D, and numerous new product launches and approvals strongly indicate a high level of innovativeness.  Their creation of a multi-billion dollar COVID testing business in a short time frame further exemplifies their innovative capabilities.",True,8,"Abbott's proactive investments in R&D during peak COVID demand, anticipating future decline and positioning the company for sustained growth, showcases their forward-thinking approach.  Their consistent market share gains and successful new product launches ahead of competitors also highlight their proactiveness.",True,7,"While not explicitly stated as high-risk ventures, Abbott's significant investments in R&D, expansion into new markets (biosimilars in emerging markets), and the creation of a new COVID testing business within months demonstrate a willingness to take calculated risks with considerable resource commitment.",True
ABT,q4-2024.md,8,"Abbott's consistent emphasis on innovation, particularly in medical devices (e.g., Aveir leadless pacemaker, Libre continuous glucose monitor), and their investment in R&D, point towards a high degree of innovativeness.  The development of new products and expansion into new markets further support this assessment.",True,7,"Abbott demonstrates proactiveness through its focus on expanding into high-growth markets, adapting to changes in consumer demand (e.g., growth in adult nutrition), and its significant investments in R&D to anticipate future healthcare trends.  Their proactive approach to supply chain management (addressing Libre 3 supply issues) further supports this assessment.",True,6,"Abbott's substantial investment in new technologies (e.g., continuous glucose monitors, leadless pacemakers), venturing into new therapeutic areas, and commitment to clinical trials demonstrate a willingness to take calculated risks. Although they highlight risk mitigation strategies, their proactive investments suggest a moderate to high level of risk-taking.",True
ACGL,q1-2019.md,3,"The transcript primarily focuses on financial results and market analysis, with limited discussion of new product development or technological advancements.  While the company mentions acquisitions and growth in certain areas, there is not enough evidence to suggest a high degree of innovativeness.",False,7,"Arch Capital demonstrates proactiveness through its strategic acquisitions (e.g., U.K. acquisition), focus on risk-adjusted returns, and adaptation to market changes (e.g., responding to shifts in reinsurance capacity). The company's forward-looking statements and discussion of future opportunities also support this assessment.",True,2,"While Arch Capital operates in a risk-heavy industry, the transcript emphasizes prudence, patience, and risk management.  The company highlights its low property cat exposures and use of risk mitigation strategies (e.g., Bellemeade securities) rather than aggressive risk-taking.",False
